value,persona_id
У меня две дочки,1153
Я люблю собак.,1154
Я Люблю животных.,1155
Недавно у меня была свадьба.,1156
Люблю играть в шашки.,1157
Я ношу бейсболки.,1158
У меня есть кошка,1159
работаю в крупной фирме,1160
у меня есть попугай,1161
Очень люблю котов,1162
я занимаюсь спортивными танцами,1163
Мне нравится уют .,1164
люблю охоту,1165
Я люблю рисовать,1166
люблю готовить,1167
У меня шесть дочек,1168
даю знания детям.,1169
Я разведён.,1170
Я люблю путешествовать,1171
Я люблю детей,1172
Живу с родителями,1173
Я люблю море,1174
Я работаю официанткой.,1175
я мало сплю,1176
Свадьба у меня была зимой.,1177
я хочу замуж,1178
Я очень спортивный.,1179
Снимаю дом.,1180
Живу с мамой,1181
Пишу статьи,1182
снимаю квартиру с сестрой,1183
Я живу одна.,1184
У меня двое детей,1185
Я люблю суши.,1186
Я холост,1187
Увлекаюсь дизайном,1188
В поезде я забыл сумку документами.,1189
Живу с родителями,1190
Я работаю грузчиком.,1191
У меня было три мужа.,1192
У меня большая семья.,1193
Я пишу стихи.,1194
У меня хорошее воображение.,1195
у меня трое внуков,1196
я езжу на велосипеде,1197
У меня большая семья,1198
У МЕНЯ ПЯТЬ МАЛЬЧИКОВ,1199
Он маленький.,1200
Я люблю мясо.,1201
Железные нервы.,1202
У меня есть хомяк,1203
Веду активный образ жизни.,1204
живу активно,1205
Я дружелюбная,1206
